s_no,area_type,availability,location,size,society,total_sqft,bath,balcony,price
4280,Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,,1200,2,0,75
4281,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1015,2,2,58
4282,Plot  Area,18-May,Kaggalipura,3 Bedroom,AxvamTa,2400,3,1,165
4283,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,3000,4,3,306
4284,Built-up  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,,3300,4,3,160
4285,Super built-up  Area,Ready To Move,Puttanahalli,2 BHK,,1076,2,2,52
4286,Super built-up  Area,18-Dec,JP Nagar,2 BHK,Shestut,1300,2,1,109
4287,Built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,Goateds,1300,2,2,102
4288,Super built-up  Area,19-Jun,Hosa Road,3 BHK,Sosisic,1512,3,1,123
4289,Carpet  Area,18-Dec,Bhoganhalli,3 BHK,Rosha I,1053.4,3,1,88.91
4290,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,VSlistr,540 - 670,1,0,41.745
4291,Super built-up  Area,Ready To Move,Hormavu,2 BHK,NStusD ,1153,2,1,65
4292,Plot  Area,Ready To Move,Virat Nagar,2 Bedroom,,2080,2,1,150
4293,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1255,2,2,69
4294,Built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,,315Sq. Yards,5,,260
4295,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1583,3,3,109
4296,Super built-up  Area,Ready To Move,Kundalahalli Colony,2 BHK,Goourta,1505,2,2,90
4297,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1365,2,2,75.08
4298,Plot  Area,Ready To Move,Dwarka Nagar,3 Bedroom,,1200,3,3,95.75
4299,Super built-up  Area,Ready To Move,Amblipura,3 BHK,IDldsin,1810,4,3,148
4300,Built-up  Area,Ready To Move,Magadi Road,1 Bedroom,,440,1,0,35
4301,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Mayne A,975,2,1,63
4302,Super built-up  Area,Ready To Move,Doddagubbi,2 BHK,,1250,2,3,39
4303,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,1530,2,1,97
4304,Super built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,DSdorSp,1300,2,2,39
4305,Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1115,2,1,40
4306,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,SJityaz,1308,2,1,83
4307,Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2,2,47
4308,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1490,2,2,59.6
4309,Plot  Area,Ready To Move,Bannerghatta Road,4 Bedroom,,10000,4,0,450
4310,Super built-up  Area,19-Apr,Sarjapur  Road,3 BHK,Brareio,1592,3,1,91
4311,Super built-up  Area,18-Jun,Rajaji Nagar,2 BHK,Puwerun,1222,2,0,112
4312,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1267,2,2,42.85
4313,Super built-up  Area,Ready To Move,Balagere,1 BHK,Soresea,656,1,1,53
4314,Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,Adstah ,3400,4,3,530
4315,Built-up  Area,Ready To Move,Garudachar Palya,4 BHK,NatanNi,4500,5,,400
4316,Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,1,1,36
4317,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3,2,102
4318,Built-up  Area,Ready To Move,Tata Nagar,3 BHK,Karchru,1500,3,2,70
4319,Plot  Area,Ready To Move,Sunkadakatte,4 Bedroom,,2000,5,0,80
4320,Super built-up  Area,18-Mar,Electronic City,2 BHK,Prarkun,1152,2,1,65.75
4321,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1 BHK,,550,1,0,21
4322,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,ShaleSp,900,2,2,42
4323,Super built-up  Area,18-Mar,Rajarajeshwari nagar,3 BHK,,1410,2,2,45.12
4324,Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1419,2,3,73
4325,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,1200,2,1,55
4326,Super built-up  Area,Ready To Move,AECS Layout,3 BHK,,1800,3,3,65
4327,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Drente ,990,2,1,40
4328,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1016,2,1,45
4329,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Saavenc,1100,2,0,39
4330,Built-up  Area,Ready To Move,Ramamurthy Nagar,4 BHK,,850,2,1,65
4331,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1095,2,1,35
4332,Super built-up  Area,Ready To Move,Rajarajeshwarinagar,3 BHK,,2000,3,2,85
4333,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1444,2,2,70
4334,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Nillsre,1415,2,3,67
4335,Plot  Area,Ready To Move,Jinkethimmanahalli,3 Bedroom,,1500,2,1,130
4336,Super built-up  Area,Ready To Move,Daadys Gaarden Layout,3 BHK,InockHo,1600,3,3,72
4337,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1105,2,1,41.36
4338,Super built-up  Area,18-Dec,Electronic City,3 BHK,S2oveat,1225,3,0,45.03
4339,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,Prook M,2560,3,2,265
4340,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1080,2,1,37.8
4341,Plot  Area,Ready To Move,Dasarahalli,7 Bedroom,,2400,3,3,150
4342,Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856,3,2,135
4343,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3,2,56
4344,Plot  Area,Ready To Move,Vishwapriya Nagar,6 Bedroom,,2100,6,2,71
4345,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Itvas S,1150,2,2,77
4346,Plot  Area,Ready To Move,Abbigere,5 Bedroom,,1200,4,1,98
4347,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,1650 - 2538,,,113.19
4348,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,MBncele,1485,2,2,67
4349,Super built-up  Area,Ready To Move,Vimanapura,3 BHK,Inion P,2500,3,3,75
4350,Plot  Area,18-Aug,Whitefield,2 Bedroom,,1200,2,1,45
4351,Super built-up  Area,18-May,Hennur Road,2 BHK,Koagati,1036,2,1,59.46
4352,Plot  Area,Ready To Move,Whitefield,4 Bedroom,VDe 1Du,3445,5,3,270
4353,Super built-up  Area,Ready To Move,Dodsworth Layout,2 BHK,Ciques ,1400,2,2,80
4354,Super built-up  Area,18-Jul,Bommanahalli,2 BHK,,1110,2,2,33
4355,Built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Saire S,1150,2,3,48
4356,Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,715,1,1,45
4357,Plot  Area,Ready To Move,Magadi Road,4 Bedroom,,1200,4,0,130
4358,Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,,1200,3,1,260
4359,Super built-up  Area,Ready To Move,Jakkur,4 BHK,UNERA P,2283,4,2,130
4360,Plot  Area,Ready To Move,1st Stage Radha Krishna Layout,6 Bedroom,,1790,5,1,250
4361,Super built-up  Area,18-Apr,Hormavu,3 BHK,,1453,2,2,43.58
4362,Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Vaows M,1400,2,1,85
4363,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,Naasyak,1400,3,0,65
4364,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Mithmn ,1700,3,1,140
4365,Super built-up  Area,18-Dec,Kanakpura Road,3 BHK,PrityFa,1591,3,1,120
4366,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Deens G,1515,2,1,79
4367,Built-up  Area,Ready To Move,Marathahalli,5 Bedroom,,2500,3,3,200
4368,Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,975,2,1,24.86
4369,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1382,2,2,76.18
4370,Plot  Area,Ready To Move,Nagasandra,7 Bedroom,,1750,5,2,350
4371,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,SodilDa,1533,3,2,150
4372,Super built-up  Area,18-Feb,Cunningham Road,3 BHK,Lelia M,3815,3,1,763
4373,Super built-up  Area,Ready To Move,Amarjyothi Colony,2 BHK,,1100,2,2,38
4374,Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,Soeurri,3730,6,2,450
4375,Super built-up  Area,Ready To Move,Banashankari Stage II,3 BHK,,1500,2,1,120
4376,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1391,2,2,64.5
4377,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2,2,42.92
4378,Built-up  Area,Ready To Move,Chandapura,1 BHK,,620,1,1,27
4379,Plot  Area,Ready To Move,MS Pallya,8 Bedroom,,2400,9,3,350
4380,Plot  Area,Ready To Move,Vidyaranyapura,8 Bedroom,,1200,7,3,130
4381,Built-up  Area,18-Jun,Whitefield,4 Bedroom,,4827,4,3,400
4382,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1482,3,3,60.98
4383,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SBoneuc,1405,2,2,84.5
4384,Built-up  Area,Ready To Move,Gunjur,2 BHK,Puide P,1190,2,2,40
4385,Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2,1,78
4386,Plot  Area,Ready To Move,Seegehalli,2 Bedroom,,1155,2,0,72
4387,Super built-up  Area,19-Mar,Thanisandra,3 BHK,Bhe 2ko,1411,3,1,93.04
4388,Super built-up  Area,Ready To Move,Jalahalli West,2 BHK,Prntsax,745,2,0,50
4389,Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,Jaood G,1000,2,2,30
4390,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,923,2,1,50
4391,Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1000,2,2,32
4392,Super built-up  Area,Ready To Move,Battarahalli,2 BHK,Srhamra,1276,2,2,45
4393,Built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1460,3,2,70
4394,Super built-up  Area,19-Jul,Yemlur,2 BHK,,1355,2,1,95
4395,Super built-up  Area,Ready To Move,Avalahalli,1 BHK,ZeodsWo,833,1,1,49
4396,Built-up  Area,Ready To Move,Bapuji Layout,8 Bedroom,,1200,8,,275
4397,Plot  Area,Ready To Move,Cambridge Layout,5 Bedroom,,1750,5,1,450
4398,Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,Vaharvi,1200,2,1,48
4399,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,IBityin,669,1,1,36.85
4400,Plot  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,,2200,4,2,105
4401,Super built-up  Area,18-May,Koramangala,3 BHK,SRidsrc,1594,3,,125
4402,Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1790,3,2,105
4403,Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1020,2,1,45
4404,Plot  Area,Ready To Move,Doddanekundi,4 Bedroom,,3250,5,1,850
4405,Super built-up  Area,Ready To Move,Vasantapura main road,2 BHK,,1037,2,1,36.28
4406,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SearkHy,1345,2,2,57
4407,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,,1070,2,3,43
4408,Super built-up  Area,Ready To Move,Sector 6 HSR Layout,4 BHK,,3000,5,,270
4409,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1385,2,2,76.18
4410,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Niacesa,1207,2,2,79.9
4411,Super built-up  Area,Ready To Move,Varthur,2 BHK,Caiseur,1140,2,3,55.5
4412,Built-up  Area,Ready To Move,Basavanapura,2 BHK,Papusa ,1220,2,2,68
4413,Plot  Area,Ready To Move,CQAL Layout,4 Bedroom,,3811,3,2,475
4414,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5,0,252
4415,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Contsci,1965,3,3,120
4416,Built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1760,2,0,115
4417,Super built-up  Area,18-Mar,Haralur Road,2 BHK,SNnia E,1225,2,1,70
4418,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1075,2,2,52.43
4419,Built-up  Area,Ready To Move,Panathur,2 BHK,,1000,2,1,68
4420,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1891,3,1,109
4421,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1322,2,2,86
4422,Plot  Area,Ready To Move,Mathikere,3 Bedroom,,1095,3,0,215
4423,Built-up  Area,Ready To Move,Bellandur,4 Bedroom,Vaodssh,3600,4,0,260
4424,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,Foncync,1045,2,1,36.58
4425,Super built-up  Area,Ready To Move,Venugopal Reddy Layout,3 BHK,Patust ,1545,3,3,85
4426,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,1996,3,2,135
4427,Super built-up  Area,Ready To Move,Brookefield,2 BHK,Gotaten,1125,2,2,70
4428,Super built-up  Area,18-Apr,Mysore Road,3 BHK,PrntaEn,1560,3,1,115
4429,Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,2000,2,2,85
4430,Built-up  Area,Ready To Move,Murugeshpalya,4 BHK,IBaveen,3100,4,2,310
4431,Built-up  Area,Ready To Move,Lake City,2 BHK,Prdenth,780,2,1,35
4432,Plot  Area,Ready To Move,Lakshmipura,2 Bedroom,,1350,2,1,110
4433,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4,2,180
4434,Super built-up  Area,Ready To Move,Pragathi Nagar,2 BHK,DStra S,1350,2,2,41
4435,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3,3,56
4436,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3,3,64.5
4437,Super built-up  Area,Ready To Move,Dasanapura,1 BHK,Tavenew,708,1,0,28.32
4438,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Mades G,1680,3,1,160
4439,Super built-up  Area,Ready To Move,Hoodi,2 BHK,SMaxyay,1400,2,1,82
4440,Super built-up  Area,Ready To Move,Bellandur,2 BHK,GoncyRe,1310,2,2,72
4441,Built-up  Area,Ready To Move,BTM Layout,6 Bedroom,,3300,6,3,165
4442,Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1175,2,1,57
4443,Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,V2avei ,1428,2,1,80
4444,Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,,750,4,2,62
4445,Super built-up  Area,Ready To Move,Whitefield,4 BHK,,3252,4,3,280
4446,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2,2,46
4447,Plot  Area,Ready To Move,Old Town,8 Bedroom,,750,8,,200
4448,Super built-up  Area,18-Jun,8th Phase JP Nagar,2 BHK,,1080,2,2,35
4449,Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,,1200,2,1,68
4450,Plot  Area,17-Dec,Whitefield,2 Bedroom,,1200,2,1,45
4451,Plot  Area,Ready To Move,Okalipura,5 Bedroom,,1200,4,3,120
4452,Built-up  Area,18-Dec,Bommasandra Industrial Area,3 BHK,,1320,2,1,38.13
4453,Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3,2,115
4454,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,NDpalSe,1146,2,3,55
4455,Super built-up  Area,20-Aug,Rachenahalli,1 BHK,AsNowre,440,1,1,28
4456,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,KPhtsei,1048,2,3,50
4457,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1801,3,1,115
4458,Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2,1,69.61
4459,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Viisear,1150,2,2,90
4460,Super built-up  Area,21-Mar,Talaghattapura,3 BHK,Sodgere,1868,3,1,120
4461,Super built-up  Area,18-Apr,Begur,3 BHK,Arera V,1445,2,2,47.1
4462,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1466,2,3,140
4463,Built-up  Area,Ready To Move,Harlur,3 BHK,,1730,3,2,100
4464,Super built-up  Area,18-Dec,JP Nagar,3 BHK,Pehtsa ,3860,3,2,402
4465,Super built-up  Area,Ready To Move,Somasundara Palya,2 BHK,ManceEl,1185,2,3,70
4466,Built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,,3027,4,3,260
4467,Built-up  Area,20-Dec,Whitefield,4 BHK,,2400,4,3,147
4468,Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1185,2,1,49
4469,Super built-up  Area,18-Aug,Hongasandra,2 BHK,,1150,2,2,49
4470,Plot  Area,Ready To Move,Maruthi Extension,5 Bedroom,,2000,4,2,180
4471,Plot  Area,Ready To Move,Vidyapeeta,6 Bedroom,,875,3,1,98
4472,Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1075,2,2,35
4473,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1760,3,2,123
4474,Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1600,2,1,63.98
4475,Plot  Area,Ready To Move,Madiwala,4 Bedroom,,910,4,1,140
4476,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,Ozensve,1000,2,1,78
4477,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1215,2,2,90
4478,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,Ste 2al,1734,3,3,125
4479,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,,1280,2,1,60
4480,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Paentta,1113,2,1,55
4481,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1272,2,2,48
4482,Built-up  Area,Ready To Move,Kereguddadahalli,3 BHK,Jaood G,1240,3,2,41
4483,Built-up  Area,Ready To Move,Varthur,8 Bedroom,,704,8,3,92
4484,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1100,2,1,70
4485,Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice ,896,2,1,30.13
4486,Super built-up  Area,Ready To Move,Rachenahalli,4 BHK,,3657,5,,220
4487,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,1200,2,0,35
4488,Built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,,2800,4,3,155
4489,Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,4,3,198
4490,Built-up  Area,Ready To Move,Ambalipura,3 BHK,AltesEs,3500,3,,198
4491,Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,,3600,3,2,150
4492,Built-up  Area,Ready To Move,Sarjapur,2 BHK,Srncya ,1500,2,2,30
4493,Plot  Area,Ready To Move,Meenakshi Layout,8 Bedroom,,1200,7,0,220
4494,Super built-up  Area,Ready To Move,S R Layout,2 BHK,Seasare,1096,2,2,48
4495,Built-up  Area,Ready To Move,Cholanayakanahalli,2 Bedroom,,580,2,0,95
4496,Super built-up  Area,Ready To Move,GD Layout,2 BHK,,1094,2,1,44
4497,Super built-up  Area,Ready To Move,Vittal Nagar,2 BHK,,1100,2,2,49
4498,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,DNionfl,2725 - 3250,5,0,191
4499,Super built-up  Area,19-Sep,Koramangala,4 BHK,Prood P,2503,6,2,325
4500,Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,,1145,2,2,40
4501,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550,3,2,74.5
4502,Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Paoliy ,1830,4,2,82
4503,Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1746,3,3,84.95
4504,Built-up  Area,Ready To Move,Maruthi Sevanagar,4 Bedroom,,1280,4,1,115
4505,Super built-up  Area,20-Aug,Kengeri,2 BHK,,918,2,1,27.54
4506,Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645,1,1,16.45
4507,Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1305,2,1,60
4508,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,SLavena,1207,2,2,62
4509,Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1678,3,2,125
4510,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2,1,50
4511,Plot  Area,Ready To Move,Munnekollal,10 Bedroom,,1200,7,,240
4512,Super built-up  Area,18-Feb,Electronic City,2 BHK,GMown E,1070,2,1,55
4513,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1732.46,3,2,92
4514,Super built-up  Area,Ready To Move,Attibele,3 BHK,DSvar S,1639,2,1,40.98
4515,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Prionad,1360,2,1,103
4516,Plot  Area,Ready To Move,Malleshpalya,4 Bedroom,,2592,4,2,250
4517,Plot  Area,Ready To Move,RMV 2nd Stage,3 Bedroom,,4470,3,,700
4518,Plot  Area,Ready To Move,Kithaganur,5 Bedroom,,720,4,3,62
4519,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,RothaVa,1656,3,2,150
4520,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Asira E,985,2,1,49
4521,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,,1999,3,2,135
4522,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2,1,75
4523,Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1440,2,2,64
4524,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,Swers T,1600,2,2,160
4525,Super built-up  Area,17-Nov,Ramagondanahalli,2 BHK,ViistLa,1253,2,1,52.66
4526,Plot  Area,Ready To Move,Shirdi Sai Nagar,3 Bedroom,,1200,3,0,85
4527,Super built-up  Area,Ready To Move,Padmanabhanagar,3 BHK,,1360,2,3,75
4528,Super built-up  Area,Ready To Move,Hagadur,2 BHK,,1086,2,1,47.5
4529,Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,Gonoril,1655,3,2,155
4530,Plot  Area,17-Feb,Old Madras Road,4 Bedroom,,2600,4,,260
4531,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1418,2,2,78
4532,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,PuamaPa,1270,2,2,100
4533,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2,3,52.17
4534,Super built-up  Area,19-Jan,"JP Nagar 7th Phase, ",2 BHK,,1150,2,1,74
4535,Plot  Area,Ready To Move,Ramamurthy Nagar,2 Bedroom,,600,3,2,45
4536,Built-up  Area,Ready To Move,Raghuvanahalli,3 BHK,,1440,3,2,65.8
4537,Plot  Area,Ready To Move,J C Nagar,3 Bedroom,,1200,2,0,108
4538,Super built-up  Area,Ready To Move,Sadduguntepalya,2 BHK,Jaanaa ,1200,2,2,75
4539,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2,3,50.06
4540,Plot  Area,Ready To Move,Chandapura,4 Bedroom,Cangse ,1200,5,2,92
4541,Plot  Area,Ready To Move,Jalahalli,3 Bedroom,,600,3,2,60
4542,Built-up  Area,18-Dec,Whitefield,1 BHK,,624,1,1,35
4543,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Pao 3ow,1060,2,1,58
4544,Super built-up  Area,20-Dec,Hebbal,4 BHK,Cehosy ,3960,5,3,386
4545,Plot  Area,18-Aug,Whitefield,2 Bedroom,,1200,2,1,45
4546,Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,,1200,4,2,175
4547,Built-up  Area,Ready To Move,Sarjapur,4 BHK,,1917,3,0,60
4548,Super built-up  Area,Ready To Move,KR Puram,2 BHK,HovasTe,950,2,1,40
4549,Plot  Area,18-Dec,Channasandra,2 Bedroom,,3040,2,1,48
4550,Super built-up  Area,18-May,BTM 2nd Stage,3 BHK,,1250,3,1,50
4551,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,Sanumn ,1235,2,2,60
4552,Super built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,722,1,0,46
4553,Plot  Area,Ready To Move,Kanakpura Road,4 Bedroom,ColeyNa,2775,3,1,165
4554,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Mades G,1200,2,1,93
4555,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1400,3,,68
4556,Built-up  Area,Ready To Move,Mallathahalli,3 BHK,Viers S,1225,3,3,60
4557,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,1220,2,1,58.5
4558,Super built-up  Area,Ready To Move,Nagavarapalya,1 BHK,PuonsSe,705,1,1,52.5
4559,Super built-up  Area,Ready To Move,Battarahalli,3 BHK,PaontWa,1880,3,2,94.36
4560,Plot  Area,Ready To Move,Yelahanka,2 Bedroom,,1200,2,1,70
4561,Built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,SrarkSk,1550,2,1,60
4562,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1893,3,1,130
4563,Super built-up  Area,Ready To Move,HMT Layout,3 BHK,LoentKr,1650,3,2,75
4564,Built-up  Area,Ready To Move,Chikkathoguru,2 BHK,Srvasi ,1113,2,2,46
4565,Plot  Area,Ready To Move,BEL Road,2 Bedroom,,1500,2,0,203
4566,Plot  Area,Ready To Move,Kamakshipalya,9 Bedroom,,1800,9,1,180
4567,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJtumty,1586,3,3,70
4568,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Chorda ,4000,3,1,235
4569,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,SPllain,1541,3,3,80
4570,Super built-up  Area,18-Dec,Haralur Road,3 BHK,SNnia E,1830,3,2,101
4571,Super built-up  Area,Ready To Move,Kodigehalli,2 BHK,,1200,2,2,48
4572,Plot  Area,Ready To Move,Bidrahalli,3 Bedroom,,1800,2,0,72
4573,Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1015,2,1,40
4574,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1120,2,2,37.95
4575,Super built-up  Area,21-Dec,Hoodi,1 BHK,GoAirej,706,1,1,48.24
4576,Plot  Area,Ready To Move,Medi Agrahara,4 Bedroom,,1350,4,2,85
4577,Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,,610,4,,95
4578,Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,ColeyNa,1900,3,1,99
4579,Plot  Area,Ready To Move,Harlur,4 Bedroom,,1200,4,,243
4580,Built-up  Area,Ready To Move,Seegehalli,4 BHK,Paoliy ,3000,5,3,150
